procedure_code,long_description,short_description,procedure_code_key,gold_run_id,gold_processed_timestamp
A7035,Headgear used with positive airway pressure device,Pos airway press headgear,bbce7a04d35190eceda2bbd0450b923347646c50333852c705e8d83ec1538e72,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A7505,"Housing, reusable without adhesive, for use in a heat and moisture exchange system and/or with a tracheostoma valve, each",Hmes or trach valve housing,be9b8192ed97351de13fdd94ce5d468d3f13838514fa1b0a712f22e0377dbf17,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A7524,"Tracheostoma stent/stud/button, each",Tracheostoma stent/stud/bttn,88bfe8484d506aacc2518c23c212b0ec4fb4786c5ed2692d8facf9cfa2aeff34,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A9500,"Technetium tc-99m sestamibi, diagnostic, per study dose",Tc99m sestamibi,5b479f03e349b4d22b3b73a4176ecd383aea1acdbdd52dabe3a39d9b284f93d4,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A9529,"Iodine i-131 sodium iodide solution, diagnostic, per millicurie","I131 iodide sol, dx",ea6941b198ad32bda29370debbc4454bd8a188f5772706325dc70a02cdc1d708,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A9540,"Technetium tc-99m macroaggregated albumin, diagnostic, per study dose, up to 10 millicuries",Tc99m maa,2768518e705f603e5edbaa6490cf1be92776a1db17098aec4721cd4a502dec85,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A9546,"Cobalt co-57/58, cyanocobalamin, diagnostic, per study dose, up to 1 microcurie",Co57/58,0bdd98a2d405b26e566772f5f5703278521c44985ebede528b44f993195bc790,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A9560,"Technetium tc-99m labeled red blood cells, diagnostic, per study dose, up to 30 millicuries",Tc99m labeled rbc,1e80d41fab5f2f2d2ed9fde23253ba5ed26fc331dd7e33807a829437a9fcb418,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A9587,"Gallium ga-68, dotatate, diagnostic, 0.1 millicurie",Gallium ga-68,d06e0418064122333015059a4cf9d1e4f03538c748325bd78e28b1cbb8209b84,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A9600,"Strontium sr-89 chloride, therapeutic, per millicurie",Sr89 strontium,8e0359bca27d24a4a6ec88b4750a5db5e96afe8cb0a236e3513c1c64546cfed2,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A9699,"Radiopharmaceutical, therapeutic, not otherwise classified",Radiopharm rx agent noc,a0db09c9d0223e2b9a2e09e705a1a3c54a5bec3ed915959bcb8e1762e28df986,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A9700,"Supply of injectable contrast material for use in echocardiography, per study",Echocardiography contrast,8d4f7bce60b8c565b410ec1e98a728f1c1a1c3864071e01fda7535a13fb4cc3b,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
B4105,"In-line cartridge containing digestive enzyme(s) for enteral feeding, each",Enzyme cartridge enteral nut,5d74bd892b7af9f584934f1415bf4547456ec1d299c1384f8bc95c522f987d81,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
B4160,"Enteral formula, for pediatrics, nutritionally complete calorically dense (equal to or greater than 0.7 kcal/ml) with intact nutrients, includes proteins, fats, carbohydrates, vitamins and minerals, may include fiber, administered through an enteral feeding tube, 100 calories = 1 unit",Ef ped caloric dense>/=0.7kc,a3b373a6a96f08373aa08cd2049343fda9021c661bca5e0e0a810988d2835530,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
B4161,"Enteral formula, for pediatrics, hydrolyzed/amino acids and peptide chain proteins, includes fats, carbohydrates, vitamins and minerals, may include fiber, administered through an enteral feeding tube, 100 calories = 1 unit",Ef ped hydrolyzed/amino acid,762805ea9c8d5e463923e8147ba4bc7d8c45b49f522cb95e139d51fcbd1347e2,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
B4187,"Omegaven, 10 grams lipids","Omegaven, 10 grams lipids",556ba89360998fd06e9ed392eebd62b3c682ad0ccaf43d819702630e543bf9d6,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
B4197,"Parenteral nutrition solution; compounded amino acid and carbohydrates with electrolytes, trace elements and vitamins, including preparation, any strength, 74 to 100 grams of protein - premix",Parenteral sol 74-100 gm pro,ec86728e4b8eace31ac42d15935d568b03b2944cb91c0df536af1987fe893379,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
B4224,"Parenteral nutrition administration kit, per day",Parenteral administration ki,2f3de6b284a3ac785e09578bf22334b923edce69aae9f3c18800b25dc606c7b3,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
B5200,"Parenteral nutrition solution compounded amino acid and carbohydrates with electrolytes, trace elements, and vitamins, including preparation, any strength, stress-branch chain amino acids-freamine-hbc-premix",Parenteral sol hepatic fream,25708bdf92f68207c03a68a9f26bc35386d3d8a857928cb1d1643bca775dab72,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C1734,Orthopedic/device/drug matrix for opposing bone-to-bone or soft tissue-to bone (implantable),"Orth/devic/drug bn/bn,tis/bn",f9c01bba5fff10001f968df86dfa759a7751cf46ee9e8ddf1d99a4f81b3403cc,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C1753,"Catheter, intravascular ultrasound","Cath, intravas ultrasound",fa5c042b26de76ce64d92a067a2d66fef8f2a13ecdbd32c0c51287dc734a550e,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C1756,"Catheter, pacing, transesophageal","Cath, pacing, transesoph",757f1a3da5029b0055c58d6225235335bd303b40a142d1bdb42615741ee966db,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C1763,"Connective tissue, non-human (includes synthetic)","Conn tiss, non-human",3a437cc9259b7ba432d07d38f2ae240e2b11412150c428de0ab024fe2759d06e,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C1767,"Generator, neurostimulator (implantable), non-rechargeable","Generator, neuro non-recharg",a347edaccac249f9fc392542c95d2c8f22a80ed5c3edfd8a986c5562b758757f,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C2644,"Brachytherapy source, cesium-131 chloride solution, per millicurie",Brachytx cesium-131 chloride,3678d8d98ee72bc22240a99e7091a80efa2c2e61155714c5742e8256bcf93b22,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C2699,"Brachytherapy source, non-stranded, not otherwise specified, per source","Brachytx, non-stranded, nos",f2a1e1f8c3346437a8aafb3be6f12f473c6c36badf31bbf248dddeb42234e189,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C8907,"Magnetic resonance imaging without contrast, breast; bilateral","Mri w/o cont, breast, bi",cce2a3db55e0f0a19a14e662d22103c96f978d2083354439d22a5a296634f7b7,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C8923,"Transthoracic echocardiography with contrast, or without contrast followed by with contrast, real-time with image documentation (2d), includes m-mode recording, when performed, complete, without spectral or color doppler echocardiography","2d tte w or w/o fol w/con,co",934bea38433747674f2d3d8d95e4edf7b68e68e2a2ec0d303cfa67ec5314a3ab,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C9038,"Injection, mogamulizumab-kpkc, 1 mg",Inj mogamulizumab-kpkc,0c59dd21bcb2ae94d9b56a37722794c89c5e725d1493e8fab3037df5bbd5c596,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C9051,"Injection, omadacycline, 1 mg","Injection, omadacycline",54492e49727a1cfeeae8d9550f978a852fc0bd7b58f6ff6f19debe2290b2899c,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C9059,"Injection, meloxicam, 1 mg","Injection, meloxicam",1e2ee57437a84a7978757a5ae5f5f02b8795828d535afa6367fa99d7891176e0,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C9132,"Prothrombin complex concentrate (human), kcentra, per i.u. of factor ix activity","Kcentra, per i.u.",f7cfbeab74aca57f6c5e98ae104241f69c998f5d3cc13967367d7f7488d5f650,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C9136,"Injection, factor viii, fc fusion protein, (recombinant), per i.u.",Factor viii (eloctate),362231a2c2eb093a4b0d62567310ab313a89015f6c59948ab29ab19d3d0dbe10,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C9442,"Injection, belinostat, 10 mg","Injection, belinostat",93cd56c17a8755afc413560997a21968fdd7fa358b71d0c458407a9763c7426a,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C9476,"Injection, daratumumab, 10 mg","Injection, daratumumab",71ef61b8fbdcdf4b2ec159058d35a97654cbbdbbe7c6a0dee65fef07c9ba09e8,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C9898,Radiolabeled product provided during a hospital inpatient stay,Inpnt stay radiolabeled item,8e727c963c37fd8143db077a45740ca4ed2ffcada4c2b9c193655740f6f5970d,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C9899,"Implanted prosthetic device, payable only for inpatients who do not have inpatient coverage","Inpt implant pros dev,no cov",caa76d6ddd6afb36587528dc93dfa0d25360fa2f4c413fc9cfa79bffad4194aa,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0105,"Cane, quad or three prong, includes canes of all materials, adjustable or fixed, with tips",Cane adjust/fixed quad/3 pro,5091bcf763ed16986da3996ec494cd3d3fc2f48c6f6e4305d7e7755867f4a816,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0165,"Commode chair, mobile or stationary, with detachable arms",Commode chair with detacharm,4edbf882df2a484c37f0424319cd1b77538d5b42548b84778de212dffab2e312,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0182,"Pump for alternating pressure pad, for replacement only","Replace pump, alt press pad",50bc8b48c02655ec2726afa87856ae3210239e65cde3645e5b370c263bf57ec3,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0190,"Positioning cushion/pillow/wedge, any shape or size, includes all components and accessories",Positioning cushion,6ea66137b3cc08345f313b554e9744d45552bb25d3a21c6764a3829c2a2999b8,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0218,"Fluid circulating cold pad with pump, any type",Fluid circ cold pad w pump,e315b6f9fc33164889aa7ec45b1c667d36e4828f566f2bf13ded28a3c391abf3,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0232,Warming card for use with the non contact wound warming device and non contact wound warming wound cover,Warming card for nwt,6f2661f8a9fc0c173cde80c1a19359faf940cda52b6437b1aba1ad8839d7e79c,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0301,"Hospital bed, heavy duty, extra wide, with weight capacity greater than 350 pounds, but less than or equal to 600 pounds, with any type side rails, without mattress","Hd hosp bed, 350-600 lbs",c143771766b18ff95cf1e18cfd882cf5e0e9fc71d845cb391ce247c929137193,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0305,"Bed side rails, half length",Rails bed side half length,a421ef960a58de08b9b84081d7ec29757bfdf6c33e3e6ef1af04e175ecf5174c,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0442,"Stationary oxygen contents, liquid, 1 month's supply = 1 unit","Stationary o2 contents, liq",2f7ccb2bcd4a205f5e92da16a5fe56faada9470b3b242e1b02f0683db8a84d74,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0464,"Pressure support ventilator with volume control mode, may include pressure control mode, used with non-invasive interface (e.g., mask)",Press supp vent noninv int,f0f3db7665a53da4bae3532598c0591819bc12693c47b8ffabf64df54df13c21,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0565,"Compressor, air power source for equipment which is not self-contained or cylinder driven",Compressor air power source,aeae10f4af0b315e38880ef7d6f5290c88f80a3d6201ee9ece7156fb88d1f32f,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0580,"Nebulizer, durable, glass or autoclavable plastic, bottle type, for use with regulator or flowmeter",Nebulizer for use w/ regulat,09e3bc2ffb88052771d0ee89a4fc01166debffb5e5b9abbb910ff3f29725eff2,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0638,"Standing frame/table system, one position (e.g., upright, supine or prone stander), any size including pediatric, with or without wheels",Standing frame sys,72c44a0351724506e22f2e29006095033ed98b6ff5141621fe7c5d27d9b5f5a0,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0761,"Non-thermal pulsed high frequency radiowaves, high peak power electromagnetic energy treatment device",Nontherm electromgntc device,5e5a8c06be1d783a388364f332735bab875150d4e894daf56bfee648d9d4a046,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0787,"External ambulatory infusion pump, insulin, dosage rate adjustment using therapeutic continuous glucose sensing",Cgs dose adj insulin inf pmp,c5aa61af4da1809efa76e8e406dfaaded5e3c6abcaa37cc96f6e972587006734,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0958,"Manual wheelchair accessory, one-arm drive attachment, each",Whlchr att- conv 1 arm drive,71ddcfdcb97125b5bb4ac4fc1a78be57f5eaaef01dec144ec42b0929ea7f09cc,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0984,"Manual wheelchair accessory, power add-on to convert manual wheelchair to motorized wheelchair, tiller control",Add pwr tiller,8de457860710abe0e95a074bb8319736a4a4a95aa53018e5880eb45317fca9d0,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E1088,"High strength lightweight wheelchair, detachable arms desk or full length, swing away detachable elevating leg rests",Wheelchair lightweight det a,da40ad3b675fc767a929764a4b45d034856c4520017d006823251c7f1c974952,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E1110,"Semi-reclining wheelchair, detachable arms (desk or full length) elevating leg rest",Wheelchair semi-recl detach,e7d61293e492b81bf42bf80e5ed18216f6ca1447f709c0afc6f51af0f622eab9,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E1224,"Wheelchair with detachable arms, elevating legrests",Wheelchair spec size w/ leg,db2b31274cd1ac535dd6f1f4d950618cc580a2bab10c156a90061b272ac3f7fd,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E1225,"Wheelchair accessory, manual semi-reclining back, (recline greater than 15 degrees, but less than 80 degrees), each",Manual semi-reclining back,c044fb92d5b7c5721e11e0d01aa9230ea7fbdcad009d91ce5e74192d3d1ead0b,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E1228,Special back height for wheelchair,Wheelchair spec sz spec ht b,4fd93a99cbff80f2dedf2f024adc4e78d5e1507a0d446c21570a0796da85b783,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E1232,"Wheelchair, pediatric size, tilt-in-space, folding, adjustable, with seating system",Folding ped wc tilt-in-space,96548c66a89b53dd3a3e7af1228b168ea3fa93b93e68a606925349ef82f0cc5b,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E1406,Oxygen and water vapor enriching system without heated delivery,O2/water vapor enrich w/o he,9857c7cbad5bf095b82dea99abea24e515f32216fd8bccaa5fdc4311ac9c0945,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E1637,"Hemostats, each","Hemostats for dialysis, each",723441bac7d500b8449cd0430fd74924f187609926ea26630819a7e5680045ee,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E1801,"Static progressive stretch elbow device, extension and/or flexion, with or without range of motion adjustment, includes all components and accessories",Sps elbow device,f2014070ebb15c40a0abd99f7b87dd7a3b9918fdb85cbed55528d9a64a966b30,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E2340,"Power wheelchair accessory, nonstandard seat frame width, 20-23 inches",W/c wdth 20-23 in seat frame,cba339452aa8b5926f31b203999f6e7038c499603423cbd5759730992b260738,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E2351,"Power wheelchair accessory, electronic interface to operate speech generating device using power wheelchair control interface",Electronic sgd interface,6d389fb8eef32394e35b195521323ae8b3f7c4def6b6ca3548179f20a19eff6e,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E2372,"Power wheelchair accessory, group 27 non-sealed lead acid battery, each",Gr27 non-sealed leadacid,fd2daabd67b698f0c7ae5536b73886fa9689a3e9fdced3383738d4e25bd4c0ec,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E2392,"Power wheelchair accessory, solid (rubber/plastic) caster tire with integrated wheel, any size, replacement only, each","Solid caster tire, integrate",e1834877e9cc25ad05fbba6b25b954ec8a0610cb1a4a63e0e439ccd8e7561752,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E2500,"Speech generating device, digitized speech, using pre-recorded messages, less than or equal to 8 minutes recording time",Sgd digitized pre-rec <=8min,e56b2f0251dbc0e68221c7da9901989ed513514ba2cd59b03f3a618f70097e5b,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E2601,"General use wheelchair seat cushion, width less than 22 inches, any depth",Gen w/c cushion wdth < 22 in,8f5b4ac1401a55724d02d8674f41a3c5abbb54df967afab27a4453aa5f5d203c,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E2611,"General use wheelchair back cushion, width less than 22 inches, any height, including any type mounting hardware",Gen use back cush wdth <22in,7dedbc16241625898629683bf8440e5c0f77e2174c0c69812e670be043c88efe,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E2616,"Positioning wheelchair back cushion, posterior-lateral, width 22 inches or greater, any height, including any type mounting hardware",Pos back post/lat wdth>=22in,37e3ac651bde7b6a1fb4127aee353d78ea07308b86fc456212e26513641fe851,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E2622,"Skin protection wheelchair seat cushion, adjustable, width less than 22 inches, any depth",Adj skin pro w/c cus wd<22in,898cf95c17d9e825887137d8bbea4a5ba86ac54044042ba55a6797f84a1caf2d,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E2631,"Wheelchair accessory, addition to mobile arm support, elevating proximal arm",Elevat proximal arm support,dfbf0acd0754f6fff97f65e22a045e9e042fae16e2cd8dbc0a343643588bbc50,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G0078,"Moderate (45 minutes) care management home visit for a new patient. for use only in a medicare-approved cmmi model. (services must be furnished within a beneficiary's home, domiciliary, rest home, assisted living and/or nursing facility)",Care manag h vst new pt 45 m,94530f83b79454acbe61e43d540ac543cf0586abe8dff67c64397fe45d44deaa,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G0141,"Screening cytopathology smears, cervical or vaginal, performed by automated system, with manual rescreening, requiring interpretation by physician","Scr c/v cyto,autosys and md",7cda927bfe1362b9248fed3557e8bafe5a3b9bc587161cdf82708c515f4c2a17,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G0175,Scheduled interdisciplinary team conference (minimum of three exclusive of patient care nursing staff) with patient present,"Opps service,sched team conf",09ac5dfbb9bf35a35c8931828b960c971314296fd14b025133313cbbfc653f20,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G0268,Removal of impacted cerumen (one or both ears) by physician on same date of service as audiologic function testing,Removal of impacted wax md,f7cb4e6cf3af8e898c016379d612fcea52538c2dd757e49ab76e72a01fd26abb,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G0303,"Pre-operative pulmonary surgery services for preparation for lvrs, 10 to 15 days of services",Pre-op service lvrs 10-15dos,6d1d00e7884280880e40bce65bd5656ed04fe50c10b4213653be6098ad2acd66,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G0333,Pharmacy dispensing fee for inhalation drug(s); initial 30-day supply as a beneficiary,Dispense fee initial 30 day,fcd21258d752f684bf44a63d11c19dfaae83f122563fb33607b7c742d3a704b2,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G0411,"Interactive group psychotherapy, in a partial hospitalization setting, approximately 45 to 50 minutes",Inter active grp psych parti,5d54da6af2098bb33564bd8ce4c5d5e56b2fa1b34c0c22637212de90937198bc,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G0429,"Dermal filler injection(s) for the treatment of facial lipodystrophy syndrome (lds) (e.g., as a result of highly active antiretroviral therapy)",Dermal filler injection(s),a666979bc751c83fb42e199b9856e37f1efd742df7ad17c6c328d86011fb826b,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G0433,"Infectious agent antibody detection by enzyme-linked immunosorbent assay (elisa) technique, hiv-1 and/or hiv-2, screening",Elisa hiv-1/hiv-2 screen,4a6bc1291e65225ffe1649032afc945a5d0d94a06e0461d3ce030a6fc47655f2,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G0444,"Annual depression screening, 15 minutes",Depression screen annual,0db4a5d20edd99bb0aca6bff0ecf61536eeef5ad432e3b3db7fde2e4a9e9e97f,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G0448,"Insertion or replacement of a permanent pacing cardioverter-defibrillator system with transvenous lead(s), single or dual chamber with insertion of pacing electrode, cardiac venous system, for left ventricular pacing",Place perm pacing cardiovert,e7e095eabcb9fe40fcabfc998f9ec3a06ec3789db890fdc0c046cdae23670b8b,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G0461,"Immunohistochemistry or immunocytochemistry, per specimen; first single or multiplex antibody stain",Immunohisto/cyto chem 1st st,bd1fff2e3a1f2915dad564dd95ee697eb6cdbcf1d06f313a3206d3d54f0b392b,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G0498,"Chemotherapy administration, intravenous infusion technique; initiation of infusion in the office/clinic setting using office/clinic pump/supplies, with continuation of the infusion in the community setting (e.g., home, domiciliary, rest home or assisted living) using a portable pump provided by the office/clinic, includes follow up office/clinic visit at the conclusion of the infusion",Chemo extend iv infus w/pump,76636cf0880fb10f75c08f1c26612162c2580afd7f81a0a4148361b406bbc29d,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G0507,"Care management services for behavioral health conditions, at least 20 minutes of clinical staff time, directed by a physician or other qualified health care professional, per calendar month, with the following required elements: initial assessment or follow-up monitoring, including the use of applicable validated rating scales; behavioral health care planning in relation to behavioral/psychiatric health problems, including revision for patients who are not progressing or whose status changes; facilitating and coordinating treatment such as psychotherapy, pharmacotherapy, counseling and/or psychiatric consultation; and continuity of care with a designated member of the care team",Care manage serv minimum 20,4aee53117b10cc575bf11e6a37b3fbfae51ef1344dc2062d29c22f02a21a251b,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G0914,Patient care survey was not completed by patient,Survey not complete,6839bbe34054a792ecc72c1a4ec185e60137579943c314e01640e556c8dc3c18,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G2064,"Comprehensive care management services for a single high-risk disease, e.g., principal care management, at least 30 minutes of physician  or other qualified health care professional  time per calendar month with the following elements: one complex chronic condition lasting  at least 3 months,  which is the focus of the care plan, the condition is of sufficient severity to place patient at risk of hospitalization or have been the cause of a recent hospitalization, the condition requires development or revision of disease-specific care plan, the condition requires frequent adjustments in the medication regimen, and/or the management of the condition is unusually complex due to comorbidities",Md mang high risk dx 30,6aad7f3aef7c255ae1d97a8aa3d1719a5a00044204a18b29d725f67ea0e3b25e,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G2086,"Office-based treatment for opioid use disorder, including development of the treatment plan, care coordination, individual therapy and group therapy and counseling; at least 70 minutes in the first calendar month",Off base opioid tx 70min,bd0fcd7fc2e82f8c07c3ceba6a6fff2b4362eba803944be33f59b8938c4a8df8,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G2087,"Office-based treatment for opioid use disorder, including care coordination, individual therapy and group therapy and counseling; at least 60 minutes in a subsequent calendar month","Off base opioid tx, 60 m",1990d3f6cba0aeecf42cab875b3de1a7bb7f6b3744c795d34316a3da9a251dda,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G2126,"Patients 66 - 80 years of age with at least one claim/encounter for frailty during the measurement period and either one acute inpatient encounter with a diagnosis of advanced illness or two outpatient, observation, ed or nonacute inpatient encounters on different dates of service with an advanced illness diagnosis during the measurement period or the year prior to the measurement period",Pt 66-80 frailty and adv ill,a24cc899f43ff036dc6ff90063926fa1b9b21f848567aa588fc41e5295b8e3ff,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G2137,Back pain measured by the visual analog scale (vas) at three months (6 - 20 weeks) postoperatively was greater than 3.0 and back pain measured by the visual analog scale (vas) within three months preoperatively and at three months (6 - 20 weeks) postoperatively demonstrated a change of less than an improvement of 5.0 points,Bk pain vas 6-20wk > 3,63ca4e033b933fce245120ee02c4e8fb36380979c0d1238e7b2ecabbbe025612,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G2155,"Patient had history of at least one of the following contraindications any time during or before the measurement period: anaphylaxis due to tdap vaccine, anaphylaxis due to td vaccine or its components; encephalopathy due to tdap or td vaccination (post tetanus vaccination encephalitis, post diphtheria vaccination encephalitis or post pertussis vaccination encephalitis.)",Hist contraindications,a4e56558d0faee7ca55c99a4396078378f5b622c3ed51112b0209b1f7d3bec1d,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G2160,Patient received at least one dose of the herpes zoster live vaccine or two doses of the herpes zoster recombinant vaccine (at least 28 days apart) anytime on or after the patient's 50th birthday before or during the measurement period,Herpzos 50+,f50b532c9cfd5eb7afcb87a9e8c629331029b6ac9fa7792c97435ecfa1d216cb,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
